13.51487,20.87428
9.58859,23.07075
10.55085,15.51442
2.58317,25.43086
6.00670,15.63749
11.64090,20.00436
8.92846,13.97547
11.00421,17.54589
18.23915,6.24409
16.05258,25.70129
13.45800,23.16057
12.39152,23.73710
15.76856,23.27176
12.45144,31.04438
13.66150,17.22546
7.58526,14.67096
3.87617,15.59502
7.65012,15.07206
11.12022,20.11679
5.12320,11.98778
8.53242,23.40744
15.57098,21.03683
4.18939,21.47762
-1.48626,17.71876
1.58192,13.33258
12.56555,15.81036
13.48489,22.80260
10.52256,22.08544
12.69452,20.01396
2.51494,20.99992
2.76023,14.21007
8.10658,10.63133
5.57291,18.26504
-2.68548,21.72009
20.61879,25.72419
9.25055,17.11765
9.26025,16.70657
10.48711,26.07468
7.85726,23.34346
13.80906,16.94406
6.76586,20.58247
4.51545,23.69116
9.64956,16.16028
10.52060,19.26991
8.07681,19.45364
1.61952,21.07958
13.68601,21.17600
-2.79221,19.35870
3.68724,13.31670
5.73902,9.66066
5.63088,24.05795
3.82238,26.40784
7.86286,15.55923
10.50089,16.34416
4.15917,24.45366
12.90811,15.38793
2.84231,25.86599
2.20303,16.78694
13.01967,19.23376
9.95558,28.11368
6.40148,20.01659
13.25056,25.12411
11.27056,11.22816
15.96274,21.92389
13.31585,21.32892
6.57984,19.41751
4.38987,23.74125
13.95322,28.77264
20.93497,21.04891
5.27090,21.07854
3.81069,15.21934
7.65117,18.33605
9.09196,19.32391
9.28880,20.05555
5.88968,20.69092
7.71988,9.74736
-0.99663,26.53379
12.93179,19.76841
15.26317,32.00624
-0.28133,14.84121
16.62896,26.89946
20.55904,15.24980
2.41338,20.80229
14.31262,31.39184
6.64695,21.13484
17.63773,26.53688
1.72961,19.68004
14.73586,17.96382
10.83958,19.04699
7.10599,19.85736
11.49910,14.76214
11.03203,17.74330
8.51328,17.37170
2.82423,24.04594
16.64228,19.57377
11.48884,17.05593
5.73932,18.21517
8.59890,18.33236
14.36440,20.91097
7.57458,27.01198
